City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,la passe,45.5549,-0.8967,10.13,83,50,4.04,FR,1699379671
83,ailuk,10.2197,169.9797,28.11,77,90,9.24,MH,1699379671
84,bardai,11.65,7.2333,26.4,22,47,2.9,NG,1699379671
85,kudahuvadhoo,2.6708,72.8944,26.1,84,100,0.67,MV,1699379672
86,anadyr,64.75,177.4833,-12.72,85,20,3.0,RU,1699379672
87,boa vista,2.8197,-60.6733,33.99,49,75,2.57,BR,1699379672
88,isafjordur,66.0755,-23.124,1.02,75,40,0.0,IS,1699379672
89,beroroha,-21.6667,45.1667,28.86,48,87,1.77,MG,1699379672
90,whitehorse,60.7161,-135.0538,-3.57,79,75,5.14,CA,1699379673
91,badiyah,22.45,58.8,23.59,75,19,5.3,OM,1699379673
92,tarauaca,-8.1614,-70.7656,32.3,52,94,0.8,BR,1699379673
93,qaqortoq,60.7167,-46.0333,3.09,49,100,3.9,GL,1699379673
94,shinyanga,-3.6667,33.4333,24.11,65,46,0.59,TZ,1699379673
95,santa cruz,-17.8,-63.1667,38.03,37,40,8.75,BO,1699379674
96,puerto carreno,6.189,-67.4859,28.99,74,40,1.54,CO,1699379674
97,sihanoukville,10.6093,103.5296,25.97,89,40,1.54,KH,1699379674
98,west island,-12.1568,96.8225,25.99,83,75,5.14,CC,1699379674
99,grand falls-windsor,48.9332,-55.6649,3.61,60,100,2.63,CA,1699379674
100,inhambane,-23.865,35.3833,25.99,94,40,5.36,MZ,1699379674
101,ilulissat,69.2167,-51.1,-0.99,40,75,5.66,GL,1699379674
102,saint-louis,16.3333,-15.0,32.8,19,93,5.05,SN,1699379675
103,i-n-salah,27.1935,2.4607,30.32,9,80,2.84,DZ,1699379675
104,rongelap,11.1635,166.8941,28.01,80,77,9.57,MH,1699379675
105,puerto montt,-41.4698,-72.9447,16.46,59,75,5.66,CL,1699379675
106,jamestown,42.097,-79.2353,11.4,81,100,7.2,US,1699379438
107,tambura,5.6,27.4667,23.41,83,97,2.05,SS,1699379676
108,cidreira,-30.1811,-50.2056,21.13,71,0,9.19,BR,1699379624
109,choma,-16.8065,26.9531,28.36,34,98,2.85,ZM,1699379676
110,kingisepp,59.3733,28.6134,6.11,95,98,2.08,RU,1699379676
111,colonia,50.9333,6.95,10.07,78,75,3.6,DE,1699379534
112,lozuvatka,48.0571,33.2858,11.62,57,19,2.76,UA,1699379676
113,portland,45.5234,-122.6762,12.48,94,75,4.12,US,1699379294
114,caldwell,43.6629,-116.6874,11.66,64,0,3.09,US,1699379441
115,ribeira grande,38.5167,-28.7,20.43,88,75,8.05,PT,1699379677
116,kure,34.2333,132.5667,11.4,69,0,3.23,JP,1699379677
117,labuan bajo,-8.4964,119.8877,25.45,82,25,2.63,ID,1699379677
118,dombarovskiy,50.7587,59.5386,4.16,55,39,4.58,RU,1699379678
119,fortuna,40.5982,-124.1573,14.4,92,75,2.57,US,1699379678
120,george town,5.4112,100.3354,26.96,94,20,1.54,MY,1699379389
121,artesia,33.8658,-118.0831,21.21,77,100,2.57,US,1699379527
122,hithadhoo,-0.6,73.0833,27.16,76,100,2.65,MV,1699379678
123,selfoss,63.9331,-20.9971,3.36,70,31,3.79,IS,1699379678
124,kapit,2.0167,112.9333,23.4,98,97,0.39,MY,1699379678
125,ola,59.5833,151.2833,-19.37,78,4,5.92,RU,1699379678
126,wawa,9.9022,4.4192,29.92,31,47,1.18,NG,1699379679
127,olyokminsk,60.3736,120.4264,-18.42,98,99,1.41,RU,1699379679
128,casalbordino-miracoli,42.1535,14.5991,15.83,85,80,1.71,IT,1699379679
129,wailea,19.8858,-155.123,26.27,81,20,2.06,US,1699379679
130,mount gambier,-37.8333,140.7667,9.49,97,76,1.65,AU,1699379679
131,pico truncado,-46.7949,-67.9573,19.33,18,79,4.8,AR,1699379680
132,port mathurin,-19.6833,63.4167,24.98,78,11,5.24,MU,1699379680
133,bilibino,68.0546,166.4372,-20.14,97,100,0.37,RU,1699379680
134,berezovyy,51.6667,135.7,-8.83,89,86,1.42,RU,1699379681
135,okakarara,-20.5833,17.4333,24.92,13,0,3.28,NA,1699379681
136,vorgashor,67.5833,63.95,0.17,99,100,2.97,RU,1699379681
137,chibougamau,49.9168,-74.3659,-3.21,93,100,3.6,CA,1699379681
138,middlesboro,36.6084,-83.7166,25.26,43,40,4.12,US,1699379681
139,queenstown,-31.8976,26.8753,12.9,80,59,4.32,ZA,1699379682
140,kingscliff,-28.2667,153.5667,17.07,94,83,0.0,AU,1699379682
141,merizo village,13.2658,144.6691,28.31,91,57,5.33,GU,1699379682
142,san pedro pochutla,15.7333,-96.4667,31.75,58,62,3.08,MX,1699379682
143,novyy urengoy,66.0833,76.6333,-1.16,97,100,4.55,RU,1699379682
144,udachny,66.4167,112.4,-22.4,100,73,0.87,RU,1699379682
145,north bend,43.4065,-124.2243,11.76,93,100,2.06,US,1699379683
146,tual,-5.6667,132.75,27.1,82,78,5.41,ID,1699379683
147,puerto ayora,-0.7393,-90.3518,28.98,77,49,3.58,EC,1699379684
148,lensk,60.7253,114.9278,-8.96,95,100,1.8,RU,1699379684
149,kulhudhuffushi,6.6221,73.07,28.05,75,100,3.01,MV,1699379684
150,petropavlovsk-kamchatsky,53.0452,158.6483,-6.67,58,75,4.0,RU,1699379685
151,pimentel,-6.8367,-79.9342,25.16,57,0,8.75,PE,1699379685
152,mariinsk,56.2139,87.7472,-12.64,96,60,1.74,RU,1699379685
153,la ronge,55.1001,-105.2842,-0.86,86,100,4.12,CA,1699379685
154,mata-utu,-13.2816,-176.1745,27.65,83,93,8.84,WF,1699379685
155,iskateley,67.6803,53.1512,0.64,99,100,3.88,RU,1699379686
156,richards bay,-28.783,32.0377,20.11,91,100,6.91,ZA,1699379686
157,dudinka,69.4058,86.1778,-10.21,92,100,12.72,RU,1699379686
158,fort bragg,35.139,-79.006,27.12,38,0,3.09,US,1699379686
159,invercargill,-46.4,168.35,9.45,87,100,0.98,NZ,1699379443
160,carutapera,-1.195,-46.02,30.27,60,92,5.25,BR,1699379686
161,castro,-24.7911,-50.0119,27.14,34,0,1.08,BR,1699379687
162,alofi,-19.0595,-169.9187,20.94,94,40,2.06,NU,1699379687
163,new norfolk,-42.7826,147.0587,12.72,98,69,1.1,AU,1699379687
164,lebu,-37.6167,-73.65,12.99,76,38,3.33,CL,1699379687
165,hermanus,-34.4187,19.2345,15.04,68,54,2.49,ZA,1699379687
166,nouadhibou,20.931,-17.0347,23.99,57,73,6.69,MR,1699379688
167,westport,41.1415,-73.3579,17.4,74,100,2.68,US,1699379417
168,paramonga,-10.6667,-77.8333,21.35,72,60,5.8,PE,1699379688
169,mahibadhoo,3.7833,72.9667,26.42,80,100,1.48,MV,1699379688
170,colombo,6.9319,79.8478,24.86,90,100,2.91,LK,1699379651
171,yuzhno-kurilsk,44.0306,145.8556,9.52,72,75,9.2,RU,1699379688
172,brigantine,39.4101,-74.3646,22.11,50,0,4.63,US,1699379460
173,taber,49.8167,-112.1518,6.91,84,85,6.69,CA,1699379689
174,hilo,19.7297,-155.09,26.45,92,20,2.06,US,1699379689
175,arraial do cabo,-22.9661,-42.0278,24.98,50,0,5.66,BR,1699379689
176,konobeyevo,55.4064,38.6625,8.92,86,99,4.98,RU,1699379689
177,walvis bay,-22.9575,14.5053,20.53,56,0,7.72,NA,1699379690
178,las terrenas,19.311,-69.5428,31.93,70,40,3.09,DO,1699379690
179,dothan,31.2232,-85.3905,26.8,44,0,2.57,US,1699379690
180,huangshan,29.7114,118.3125,10.87,72,30,0.71,CN,1699379690
181,port elizabeth,-33.918,25.5701,16.29,85,20,5.66,ZA,1699379690
182,kem',64.9555,34.5793,0.88,99,100,5.6,RU,1699379690
183,natal,-5.795,-35.2094,30.36,62,20,7.2,BR,1699379690
184,vicuna,-30.0319,-70.7081,32.65,20,0,4.15,CL,1699379691
185,neryungri,56.6709,124.6491,-23.04,97,100,0.04,RU,1699379691
186,tadine,-21.55,167.8833,20.72,78,81,7.95,NC,1699379691
187,osinovo,55.8809,48.881,5.05,98,100,1.8,RU,1699379691
188,aasiaat,68.7098,-52.8699,-7.29,74,100,6.43,GL,1699379691
189,saurimo,-9.6608,20.3916,22.76,74,63,1.29,AO,1699379691
190,ejura,7.3856,-1.3562,28.39,62,62,1.7,GH,1699379691
191,essaouira,31.5125,-9.77,22.72,26,5,8.23,MA,1699379691
192,olonkinbyen,70.9221,-8.7187,1.09,71,99,3.63,SJ,1699379692
193,lihue,21.9789,-159.3672,24.77,85,100,8.75,US,1699379692
194,bonthe,7.5264,-12.505,27.76,80,90,3.03,SL,1699379692
195,eydhafushi,5.1033,73.0708,26.76,78,99,1.14,MV,1699379692
196,susanville,40.4163,-120.653,6.06,85,40,0.89,US,1699379692
197,avarua,-21.2078,-159.775,23.03,56,40,6.69,CK,1699379692
198,victoria point,-27.5833,153.3,20.66,88,92,2.35,AU,1699379692
199,pont rouge,48.8833,-72.0825,1.16,97,100,5.16,CA,1699379693
200,utrik,11.2278,169.8474,27.78,78,99,10.46,MH,1699379693
201,crane,31.3974,-102.3501,27.86,22,0,3.4,US,1699379693
202,lyskovo,56.0328,45.0422,7.02,95,83,2.86,RU,1699379693
203,beihai,21.4833,109.1,24.72,83,79,3.88,CN,1699379693
204,coahuayana de hidalgo,18.7,-103.6583,31.35,64,79,1.77,MX,1699379693
205,urbano santos,-3.2078,-43.4036,36.84,34,93,3.86,BR,1699379694
206,ubon ratchathani,15.1667,105.1667,24.94,89,99,0.49,TH,1699379694
207,susuman,62.7833,148.1667,-24.97,100,99,0.49,RU,1699379694
208,chui,-33.6971,-53.4616,25.12,63,1,6.04,UY,1699379694
209,lompoc,34.6391,-120.4579,20.43,74,0,6.69,US,1699379694
210,riohacha,11.5444,-72.9072,32.06,79,20,3.09,CO,1699379694
211,weiser,44.251,-116.9693,10.73,73,53,0.45,US,1699379694
212,kerikeri,-35.2268,173.9474,11.06,91,68,4.13,NZ,1699379695
213,san patricio,28.017,-97.5169,29.4,42,95,5.69,US,1699379695
214,namtsy,62.7161,129.6658,-28.7,100,19,0.89,RU,1699379695
215,prince rupert,54.3161,-130.3201,6.83,88,100,10.8,CA,1699379695
216,taksimo,56.3444,114.8794,-11.57,89,100,0.82,RU,1699379695
217,la gi,10.6667,107.7833,25.08,88,96,2.21,VN,1699379696
218,sharlyk,52.9167,54.75,5.68,71,100,6.84,RU,1699379696
219,plettenberg bay,-34.0527,23.3716,15.39,77,86,3.27,ZA,1699379696
220,flin flon,54.7682,-101.865,-2.09,93,100,3.6,CA,1699379696
221,dhankuta,26.9833,87.3333,12.17,88,4,2.75,NP,1699379696
222,aykhal,66.0,111.5,-20.21,100,57,1.33,RU,1699379696
223,alaghsas,17.0187,8.0168,31.94,9,0,5.14,NE,1699379696
224,okhotsk,59.3833,143.3,-16.74,78,3,6.5,RU,1699379697
225,huarmey,-10.0681,-78.1522,22.58,69,22,6.06,PE,1699379697
226,kapuskasing,49.4169,-82.4331,-1.95,74,75,5.66,CA,1699379697
227,kotri,25.366,68.3122,28.11,29,0,2.43,PK,1699379697
228,mount pearl,47.5166,-52.7813,4.98,61,75,3.09,CA,1699379697
229,kingston,17.997,-76.7936,31.53,58,20,1.54,JM,1699379697
230,kodiak,57.79,-152.4072,-2.27,93,40,2.06,US,1699379697
231,banda aceh,5.5577,95.3222,26.34,84,93,1.59,ID,1699379698
232,isangel,-19.55,169.2667,22.74,82,99,6.22,VU,1699379698
233,mutoko,-17.397,32.2268,26.99,32,93,2.04,ZW,1699379698
234,mgandu,-5.95,34.1333,21.57,62,61,0.37,TZ,1699379698
235,saipan,15.1355,145.701,27.39,83,40,3.6,MP,1699379698
236,laguna,38.421,-121.4238,17.27,92,75,2.57,US,1699379698
237,ozark,37.0209,-93.206,25.6,67,16,1.79,US,1699379698
238,moog,8.6011,124.4658,26.21,87,100,1.86,PH,1699379698
239,kirkland lake,48.1446,-80.0377,-2.84,74,100,5.14,CA,1699379699
240,rio grande,-32.035,-52.0986,28.06,69,0,8.0,BR,1699379500
241,ciampea,-6.5547,106.7008,29.02,83,100,0.49,ID,1699379699
242,kourou,5.1552,-52.6478,32.03,64,41,4.76,GF,1699379699
243,shinjo,38.7586,140.3008,10.04,79,99,6.66,JP,1699379699
244,patacamaya,-17.2333,-67.9167,20.45,28,99,6.33,BO,1699379699
245,san jose del guaviare,2.5729,-72.6459,28.77,73,99,1.33,CO,1699379700
246,saint-francois,46.4154,3.9054,7.6,87,0,1.54,FR,1699379700
247,cururupu,-1.8283,-44.8683,30.71,58,83,3.88,BR,1699379700
248,gebeit,21.0667,36.3167,25.19,63,8,5.22,SD,1699379700
249,altay,47.8667,88.1167,-7.38,76,57,2.74,CN,1699379700
250,lupiro,-8.3833,36.6667,26.15,61,3,2.82,TZ,1699379700
251,priozersk,61.0393,30.1291,6.11,88,100,1.53,RU,1699379701
252,fedorovka,53.6314,62.7078,2.29,66,99,3.43,KZ,1699379701
253,nuuk,64.1835,-51.7216,1.34,37,75,4.12,GL,1699379701
254,shakhun'ya,57.6758,46.6114,7.1,96,100,3.01,RU,1699379701
255,tolanaro,-25.0319,46.9987,24.04,73,20,9.77,MG,1699379701
256,yaren,-0.5472,166.916,29.0,75,100,6.54,NR,1699379702
257,abeche,13.8292,20.8324,30.92,18,52,3.27,TD,1699379702
258,chonchi,-42.6128,-73.8092,14.51,57,83,3.92,CL,1699379702
259,afaahiti,-17.75,-149.2833,24.93,84,92,10.17,PF,1699379702
260,al qusiyah,27.4402,30.8184,27.15,21,0,4.4,EG,1699379702
261,nizhnekamsk,55.6366,51.8245,6.44,81,0,4.0,RU,1699379703
262,altai,46.3722,96.2583,-12.31,82,99,1.03,MN,1699379703
263,barra de santo antonio,-9.4047,-35.5072,29.6,62,44,4.72,BR,1699379703
264,palasa,18.7667,84.4167,23.78,84,21,1.27,IN,1699379703
265,livingston,55.9029,-3.5226,8.6,82,40,3.09,GB,1699379704
266,ndelele,4.0333,14.9333,24.01,82,72,0.57,CM,1699379704
267,masaka,-0.3338,31.7341,18.59,85,19,2.02,UG,1699379704
268,enewetak,11.3474,162.3373,28.25,71,100,10.27,MH,1699379704
269,nuku'alofa,-21.1333,-175.2,22.19,100,20,2.06,TO,1699379705
270,tabou,4.423,-7.3528,26.8,83,55,3.62,CI,1699379705
271,liperi,62.5333,29.3667,2.26,100,100,1.54,FI,1699379705
272,uturoa,-16.7333,-151.4333,25.39,79,92,11.06,PF,1699379706
273,madimba,-10.4,40.3333,26.62,78,20,5.14,TZ,1699379706
274,arvayheer,46.2639,102.775,-13.8,66,100,2.66,MN,1699379706
275,vila franca do campo,37.7167,-25.4333,21.05,99,45,6.4,PT,1699379706
276,port lincoln,-34.7333,135.8667,13.47,86,19,5.35,AU,1699379707
277,nema,57.5067,50.5011,5.1,98,100,2.25,RU,1699379707
278,broken hill,-31.95,141.4333,20.11,58,17,7.42,AU,1699379708
279,odesskoye,54.2111,72.9651,1.27,53,95,2.44,RU,1699379708
280,kimbe,-5.5502,150.1429,24.28,90,86,1.98,PG,1699379708
281,gizo,-8.103,156.8419,27.24,81,100,2.77,SB,1699379708
282,arteche,12.2645,125.4048,26.89,89,99,4.87,PH,1699379709
283,touros,-5.1989,-35.4608,28.94,57,95,6.86,BR,1699379709
284,bouza,14.4229,6.0428,29.57,11,60,2.6,NE,1699379709
285,berwick-upon-tweed,55.7833,-2.0,8.89,85,16,3.31,GB,1699379709
286,tralee,52.2704,-9.7026,9.14,87,40,4.63,IE,1699379710
287,marsabit,2.3284,37.9899,20.7,76,98,4.09,KE,1699379710
288,idri,27.5,13.2667,25.3,17,2,2.87,LY,1699379710
289,khandyga,62.6667,135.6,-34.14,100,21,0.19,RU,1699379710
290,sullana,-4.9039,-80.6853,32.55,35,12,5.14,PE,1699379710
291,kill devil hills,36.0307,-75.676,22.01,52,0,4.12,US,1699379711
292,karratha,-20.7377,116.8463,27.64,69,1,4.73,AU,1699379469
293,ancud,-41.8697,-73.8203,11.57,72,77,6.26,CL,1699379711
294,san rafael,-34.6177,-68.3301,31.79,9,2,4.33,AR,1699379711
295,acarau,-2.8856,-40.12,30.47,55,73,8.97,BR,1699379711
296,spring creek,40.7266,-115.5859,5.49,74,92,2.54,US,1699379711
297,el calafate,-50.3408,-72.2768,10.61,63,16,6.43,AR,1699379712
298,dryden,49.7833,-92.7503,-5.84,86,75,5.66,CA,1699379712
299,kaoma,-14.7833,24.8,24.53,52,82,1.92,ZM,1699379667
300,alice springs,-23.7,133.8833,19.75,21,82,2.57,AU,1699379712
301,alliance,40.9153,-81.1059,16.4,68,56,6.24,US,1699379712
302,san andres,12.5847,-81.7006,28.01,89,40,3.09,CO,1699379713
303,zavodskoy,43.4597,132.2922,-6.23,79,8,2.0,RU,1699379713
304,ta`u,-14.2336,-169.5144,26.49,85,100,8.97,AS,1699379713
305,nantucket,41.2835,-70.0995,16.12,86,100,6.69,US,1699379713
306,tabas,33.5959,56.9244,18.12,39,49,2.06,IR,1699379714
307,flat river,37.8501,-90.5168,24.7,68,0,0.0,US,1699379714
308,pasni,25.2631,63.471,25.71,72,1,2.23,PK,1699379714
309,wynyard,-41.0,145.7167,15.69,87,87,5.38,AU,1699379714
310,bloomington,44.8408,-93.2983,6.46,80,100,6.17,US,1699379714
311,simanggang,1.2472,111.4528,23.99,100,69,0.0,MY,1699379714
312,nabisar,25.0685,69.6419,27.58,28,0,2.49,PK,1699379715
313,zakynthos,37.7914,20.8953,18.69,77,20,0.0,GR,1699379715
314,igarka,67.4667,86.5833,-10.55,92,100,11.51,RU,1699379715
315,coxim,-18.5067,-54.76,43.09,17,43,3.13,BR,1699379715
316,mpika,-11.8343,31.4529,19.69,68,75,0.32,ZM,1699379715
317,palikir - national government center,6.9248,158.1611,27.41,83,100,2.06,FM,1699379715
318,novodvinsk,64.4165,40.8122,0.44,99,100,1.6,RU,1699379692
319,baise city,23.8997,106.6133,19.55,95,99,0.93,CN,1699379716
320,andergrove,-21.0833,149.1833,21.47,82,15,4.45,AU,1699379716
321,clarion,41.2148,-79.3853,17.15,67,64,0.45,US,1699379716
322,kone,-21.0595,164.8658,18.54,86,38,2.3,NC,1699379717
323,kasongo-lunda,-6.4667,16.8167,25.96,73,71,0.85,CD,1699379718
324,howrah,22.5892,88.3103,25.0,73,20,0.0,IN,1699379718
325,buulobarde,3.8538,45.5674,27.69,68,62,4.76,SO,1699379718
326,sandnessjoen,66.0217,12.6316,4.12,87,75,2.57,NO,1699379718
327,constantia,44.1833,28.65,12.61,66,100,4.11,RO,1699379719
328,quelimane,-17.8786,36.8883,27.97,88,20,5.81,MZ,1699379719
329,la carlota,10.4233,122.9208,26.04,86,85,2.49,PH,1699379719
330,arkhangel'sk,64.5401,40.5433,0.63,99,100,1.8,RU,1699379719
331,khasab,26.1799,56.2477,27.38,58,6,0.69,OM,1699379719
332,egilsstadir,65.2653,-14.3948,-0.05,93,100,1.03,IS,1699379719
333,sinabang,2.4803,96.3801,25.71,86,100,1.75,ID,1699379719
334,labuan,5.2767,115.2417,27.2,83,20,1.03,MY,1699379720
335,choele choel,-39.2667,-65.6833,23.03,16,78,17.15,AR,1699379720
336,tashtagol,52.7657,87.8894,-6.18,98,100,0.65,RU,1699379720
337,zaozersk,69.4005,32.4476,-1.36,87,100,2.97,RU,1699379720
338,werribee,-37.9,144.6667,18.8,72,17,1.34,AU,1699379720
339,kenora,49.8167,-94.4337,-3.46,86,75,4.12,CA,1699379721
340,st. john's,47.5649,-52.7093,5.44,61,75,3.09,CA,1699379721
341,mana,5.6592,-53.7767,30.08,70,72,5.95,GF,1699379721
342,talnakh,69.4865,88.3972,-10.44,77,100,9.39,RU,1699379721
343,magadan,59.5667,150.8,-19.71,77,3,5.42,RU,1699379722
344,codrington,-38.2667,141.9667,9.3,97,35,1.91,AU,1699379722
345,gonda city,27.1333,81.9333,19.95,42,0,2.02,IN,1699379722
346,kiunga,-6.1219,141.2906,22.27,99,84,1.01,PG,1699379723
347,teloloapan,18.35,-99.85,25.12,52,42,1.19,MX,1699379723
348,hasaki,35.7333,140.8333,12.22,58,14,6.89,JP,1699379723
349,vilyuchinsk,52.9306,158.4028,-5.85,64,100,6.63,RU,1699379723
350,macapa,0.0389,-51.0664,33.99,55,20,5.66,BR,1699379723
351,kirakira,-10.4544,161.9205,24.86,95,100,2.0,SB,1699379723
352,goundam,16.4145,-3.6708,34.15,16,5,0.88,ML,1699379724
353,penonome,8.5167,-80.3667,29.49,80,98,1.98,PA,1699379724
354,karapinar,37.716,33.5506,15.83,46,0,2.62,TR,1699379724
355,mount isa,-20.7333,139.5,20.87,56,3,0.0,AU,1699379724
356,punta arenas,-53.15,-70.9167,11.01,66,75,5.14,CL,1699379724
357,luquillo,18.3725,-65.7166,31.0,94,100,1.54,PR,1699379725
358,liman,48.9884,37.8023,9.85,74,2,4.4,UA,1699379725
359,ambon,-3.6954,128.1814,26.71,14,40,2.57,ID,1699379725
360,ugoofaaru,5.6667,73.0,27.22,79,96,2.19,MV,1699379725
361,kapa'a,22.0752,-159.319,25.18,88,100,8.75,US,1699379726
362,keflavik,64.0049,-22.5624,4.24,75,40,8.23,IS,1699379632
363,griffith,41.5284,-87.4237,13.47,67,75,4.63,US,1699379726
364,remire-montjoly,4.9167,-52.2667,32.02,62,0,4.12,GF,1699379679
365,big rapids,43.6981,-85.4837,7.4,68,100,3.6,US,1699379726
